'Time';'ECG1';'ECG2'
'[09:00:02.820]';-0.035;0.34
'[09:00:02.824]';-0.045;0.365
'[09:00:02.828]';-0.035;0.375
'[09:00:02.832]';-0.075;0.35
'[09:00:02.836]';-0.06;0.325
'[09:00:02.840]';0;0.315
'[09:00:02.844]';0.1;0.33
'[09:00:02.848]';0.105;0.335
'[09:00:02.852]';-0.08;0.34
'[09:00:02.856]';-0.29;0.365
'[09:00:02.860]';-0.31;0.39
'[09:00:02.864]';-0.345;0.4
'[09:00:02.868]';-0.435;0.42
'[09:00:02.872]';-0.45;0.41
'[09:00:02.876]';-0.32;0.38
'[09:00:02.880]';-0.075;0.33
'[09:00:02.884]';0.02;0.295
'[09:00:02.888]';0.01;0.285
'[09:00:02.892]';-0.005;0.255
'[09:00:02.896]';-0.045;0.24
'[09:00:02.900]';-0.02;0.25
'[09:00:02.904]';-0.015;0.28
'[09:00:02.908]';-0.07;0.31
'[09:00:02.912]';-0.14;0.28
'[09:00:02.916]';0;0.24
'[09:00:02.920]';0.085;0.22
'[09:00:02.924]';0.02;0.225
'[09:00:02.928]';-0.01;0.215
'[09:00:02.932]';0.025;0.21
'[09:00:02.936]';0.02;0.195
'[09:00:02.940]';0;0.19
'[09:00:02.944]';-0.01;0.18
'[09:00:02.948]';-0.055;0.175
'[09:00:02.952]';-0.04;0.205
'[09:00:02.956]';0;0.165
'[09:00:02.960]';0.06;0.17
'[09:00:02.964]';0.155;0.165
'[09:00:02.968]';0.15;0.18
'[09:00:02.972]';0.045;0.205
'[09:00:02.976]';-0.005;0.205
'[09:00:02.980]';-0.02;0.19
'[09:00:02.984]';-0.005;0.17
'[09:00:02.988]';-0.005;0.195
'[09:00:02.992]';0.025;0.205
'[09:00:02.996]';0.025;0.195
'[09:00:03.000]';0.03;0.15
'[09:00:03.004]';0.105;0.15
'[09:00:03.008]';0.13;0.14
'[09:00:03.012]';0.01;0.13
'[09:00:03.016]';-0.04;0.125
'[09:00:03.020]';-0.015;0.125
'[09:00:03.024]';0;0.14
'[09:00:03.028]';-0.005;0.145
'[09:00:03.032]';-0.025;0.16
'[09:00:03.036]';-0.005;0.17
'[09:00:03.040]';0.005;0.14
'[09:00:03.044]';0.005;0.125
'[09:00:03.048]';0.04;0.115
'[09:00:03.052]';0.095;0.115
'[09:00:03.056]';0.145;0.145
'[09:00:03.060]';0.105;0.15
'[09:00:03.064]';-0.045;0.15
'[09:00:03.068]';-0.14;0.155
'[09:00:03.072]';-0.095;0.145
'[09:00:03.076]';-0.005;0.155
'[09:00:03.080]';0.025;0.155
'[09:00:03.084]';0;0.15
'[09:00:03.088]';-0.02;0.165
'[09:00:03.092]';-0.035;0.175
'[09:00:03.096]';-0.065;0.17
'[09:00:03.100]';-0.025;0.15
'[09:00:03.104]';0.01;0.14
'[09:00:03.108]';0.07;0.155
'[09:00:03.112]';0.035;0.165
'[09:00:03.116]';-0.03;0.145
'[09:00:03.120]';-0.035;0.085
'[09:00:03.124]';0;0.085
'[09:00:03.128]';-0.005;0.155
'[09:00:03.132]';-0.005;0.165
'[09:00:03.136]';0.015;0.17
'[09:00:03.140]';0.005;0.17
'[09:00:03.144]';-0.005;0.15
'[09:00:03.148]';0.025;0.14
'[09:00:03.152]';0.05;0.14
'[09:00:03.156]';0.075;0.145
'[09:00:03.160]';0.06;0.12
'[09:00:03.164]';-0.01;0.1
'[09:00:03.168]';-0.065;0.105
'[09:00:03.172]';0;0.05
'[09:00:03.176]';0.125;0.07
'[09:00:03.180]';0.08;0.165
'[09:00:03.184]';-0.085;0.17
'[09:00:03.188]';-0.16;0.14
'[09:00:03.192]';-0.115;0.165
'[09:00:03.196]';-0.07;0.165
'[09:00:03.200]';-0.02;0.13
'[09:00:03.204]';0;0.11
'[09:00:03.208]';0.03;0.13
'[09:00:03.212]';0.04;0.155
'[09:00:03.216]';-0.005;0.155
'[09:00:03.220]';-0.01;0.13
'[09:00:03.224]';0;0.085
'[09:00:03.228]';0.02;0.07
'[09:00:03.232]';0.065;0.045
'[09:00:03.236]';0.08;0.045
'[09:00:03.240]';0.095;0.06
'[09:00:03.244]';0.09;0.07
'[09:00:03.248]';0.025;0.075
'[09:00:03.252]';-0.045;0.09
'[09:00:03.256]';-0.06;0.09
'[09:00:03.260]';-0.02;0.095
'[09:00:03.264]';0.025;0.105
'[09:00:03.268]';0.095;0.105
'[09:00:03.272]';0.165;0.085
'[09:00:03.276]';0.14;0.05
'[09:00:03.280]';0.055;0.055
'[09:00:03.284]';-0.055;0.05
'[09:00:03.288]';-0.11;0.065
'[09:00:03.292]';-0.03;0.075
'[09:00:03.296]';0.06;0.085
'[09:00:03.300]';-0.01;0.09
'[09:00:03.304]';-0.06;0.075
'[09:00:03.308]';-0.05;0.055
'[09:00:03.312]';-0.02;0.07
'[09:00:03.316]';-0.02;0.06
'[09:00:03.320]';0.02;0.055
'[09:00:03.324]';0.03;0.08
'[09:00:03.328]';0;0.07
'[09:00:03.332]';-0.03;0.075
'[09:00:03.336]';-0.02;0.085
'[09:00:03.340]';-0.005;0.135
'[09:00:03.344]';0.015;0.15
'[09:00:03.348]';0.045;0.125
'[09:00:03.352]';0.04;0.095
'[09:00:03.356]';0.005;0.095
'[09:00:03.360]';-0.01;0.12
'[09:00:03.364]';-0.015;0.135
'[09:00:03.368]';-0.05;0.145
'[09:00:03.372]';-0.15;0.145
'[09:00:03.376]';-0.295;0.14
'[09:00:03.380]';-0.36;0.155
'[09:00:03.384]';-0.33;0.185
'[09:00:03.388]';-0.29;0.18
'[09:00:03.392]';-0.2;0.15
'[09:00:03.396]';-0.125;0.105
'[09:00:03.400]';-0.075;0.08
'[09:00:03.404]';-0.1;0.075
'[09:00:03.408]';-0.14;0.09
'[09:00:03.412]';-0.1;0.055
'[09:00:03.416]';-0.01;0.01
'[09:00:03.420]';0.16;0
'[09:00:03.424]';0.185;0.025
'[09:00:03.428]';0.045;0.075
'[09:00:03.432]';-0.02;0.07
'[09:00:03.436]';0.075;0.065
'[09:00:03.440]';0.21;0.04
'[09:00:03.444]';0.13;0.02
'[09:00:03.448]';-0.02;-0.01
'[09:00:03.452]';-0.085;-0.02
'[09:00:03.456]';-0.04;-0.04
'[09:00:03.460]';0.04;-0.04
'[09:00:03.464]';0.13;-0.02
'[09:00:03.468]';0.12;-0.015
'[09:00:03.472]';0.065;0
'[09:00:03.476]';0.035;0.01
'[09:00:03.480]';0.07;0
'[09:00:03.484]';0.1;-0.015
'[09:00:03.488]';0.105;-0.03
'[09:00:03.492]';0.09;-0.035
'[09:00:03.496]';0.105;-0.02
'[09:00:03.500]';0.18;0.015
'[09:00:03.504]';0.2;0.01
'[09:00:03.508]';0.205;-0.02
'[09:00:03.512]';0.18;-0.05
'[09:00:03.516]';0.12;-0.02
'[09:00:03.520]';0.135;0.01
'[09:00:03.524]';0.15;0
'[09:00:03.528]';0.06;0.01
'[09:00:03.532]';0.005;-0.015
'[09:00:03.536]';0.03;-0.06
'[09:00:03.540]';0.045;-0.105
'[09:00:03.544]';0.045;-0.1
'[09:00:03.548]';0.075;-0.09
'[09:00:03.552]';0.085;-0.07
'[09:00:03.556]';0.09;-0.075
'[09:00:03.560]';0.085;-0.065
'[09:00:03.564]';0.09;-0.065
'[09:00:03.568]';0.075;-0.065
'[09:00:03.572]';0.065;-0.06
'[09:00:03.576]';0.075;-0.065
'[09:00:03.580]';0.085;-0.07
'[09:00:03.584]';0.1;-0.075
'[09:00:03.588]';0.065;-0.065
'[09:00:03.592]';0.025;-0.06
'[09:00:03.596]';0.035;-0.065
'[09:00:03.600]';0.125;-0.07
'[09:00:03.604]';0.165;-0.08
'[09:00:03.608]';0.095;-0.07
'[09:00:03.612]';-0.005;-0.03
'[09:00:03.616]';-0.025;-0.03
'[09:00:03.620]';0.105;-0.03
'[09:00:03.624]';0.15;-0.02
'[09:00:03.628]';0.06;-0.035
'[09:00:03.632]';-0.035;-0.04
'[09:00:03.636]';-0.025;-0.065
'[09:00:03.640]';0.015;-0.07
'[09:00:03.644]';0.065;-0.07
'[09:00:03.648]';0.105;-0.055
'[09:00:03.652]';0.11;-0.04
'[09:00:03.656]';0.09;-0.03
'[09:00:03.660]';0.05;-0.025
'[09:00:03.664]';0.04;-0.04
'[09:00:03.668]';0.055;-0.02
'[09:00:03.672]';0.075;-0.015
'[09:00:03.676]';0.125;-0.02
'[09:00:03.680]';0.195;-0.035
'[09:00:03.684]';0.175;-0.04
'[09:00:03.688]';0.085;-0.05
'[09:00:03.692]';0.05;-0.065
'[09:00:03.696]';0.09;-0.04
'[09:00:03.700]';0.13;-0.065
'[09:00:03.704]';0.08;-0.05
'[09:00:03.708]';-0.06;-0.015
'[09:00:03.712]';-0.04;-0.015
'[09:00:03.716]';0.075;-0.03
'[09:00:03.720]';0.215;-0.005
'[09:00:03.724]';0.14;-0.005
'[09:00:03.728]';-0.02;-0.025
'[09:00:03.732]';-0.06;-0.04
'[09:00:03.736]';0.02;-0.065
'[09:00:03.740]';0.125;-0.055
'[09:00:03.744]';0.22;-0.04
'[09:00:03.748]';0.225;-0.055
'[09:00:03.752]';0.125;-0.06
'[09:00:03.756]';0.07;-0.07
'[09:00:03.760]';0.05;-0.06
'[09:00:03.764]';0.055;-0.055
'[09:00:03.768]';0.12;-0.065
'[09:00:03.772]';0.2;-0.065
'[09:00:03.776]';0.135;-0.055
'[09:00:03.780]';0.02;-0.05
'[09:00:03.784]';-0.01;-0.04
'[09:00:03.788]';0.085;-0.03
'[09:00:03.792]';0.125;-0.025
'[09:00:03.796]';0.075;-0.045
'[09:00:03.800]';0.065;-0.07
'[09:00:03.804]';0.13;-0.055
'[09:00:03.808]';0.105;-0.045
'[09:00:03.812]';0.005;-0.015
'[09:00:03.816]';0.025;-0.025
'[09:00:03.820]';0.135;-0.02
'[09:00:03.824]';0.195;-0.02
'[09:00:03.828]';0.19;0.01
'[09:00:03.832]';0.11;0.035
'[09:00:03.836]';0;0.04
'[09:00:03.840]';-0.065;0.02
'[09:00:03.844]';-0.02;-0.015
'[09:00:03.848]';0.1;-0.015
'[09:00:03.852]';0.195;-0.015
'[09:00:03.856]';0.14;-0.02
'[09:00:03.860]';0.04;-0.02
'[09:00:03.864]';-0.055;-0.01
'[09:00:03.868]';-0.185;0.01
'[09:00:03.872]';-0.345;0.05
'[09:00:03.876]';-0.425;0.075
'[09:00:03.880]';-0.36;0.065
'[09:00:03.884]';-0.26;0.055
'[09:00:03.888]';-0.12;0.04
'[09:00:03.892]';-0.02;-0.005
'[09:00:03.896]';0.01;-0.04
'[09:00:03.900]';-0.01;-0.055
'[09:00:03.904]';-0.035;-0.08
'[09:00:03.908]';-0.01;-0.095
'[09:00:03.912]';0.005;-0.075
'[09:00:03.916]';0.075;-0.04
'[09:00:03.920]';0.145;-0.05
'[09:00:03.924]';0.18;-0.085
'[09:00:03.928]';0.135;-0.105
'[09:00:03.932]';0.06;-0.115
'[09:00:03.936]';0;-0.105
'[09:00:03.940]';-0.04;-0.12
'[09:00:03.944]';0.015;-0.13
'[09:00:03.948]';0.14;-0.145
'[09:00:03.952]';0.17;-0.14
'[09:00:03.956]';0.07;-0.14
'[09:00:03.960]';0.025;-0.155
'[09:00:03.964]';0.05;-0.155
'[09:00:03.968]';0.08;-0.145
'[09:00:03.972]';0.155;-0.14
'[09:00:03.976]';0.155;-0.165
'[09:00:03.980]';0.105;-0.165
'[09:00:03.984]';0.055;-0.16
'[09:00:03.988]';0.05;-0.145
'[09:00:03.992]';0.05;-0.14
'[09:00:03.996]';0.165;-0.145
'[09:00:04.000]';0.245;-0.18
'[09:00:04.004]';0.15;-0.18
'[09:00:04.008]';-0.005;-0.185
'[09:00:04.012]';-0.045;-0.16
'[09:00:04.016]';-0.04;-0.15
'[09:00:04.020]';0.005;-0.155
'[09:00:04.024]';0.055;-0.15
'[09:00:04.028]';0.085;-0.19
'[09:00:04.032]';0.09;-0.22
'[09:00:04.036]';0.04;-0.215
'[09:00:04.040]';-0.005;-0.19
'[09:00:04.044]';0;-0.17
'[09:00:04.048]';0.035;-0.165
'[09:00:04.052]';0.065;-0.17
'[09:00:04.056]';0.085;-0.19
'[09:00:04.060]';0.115;-0.195
'[09:00:04.064]';0.185;-0.185
'[09:00:04.068]';0.2;-0.18
'[09:00:04.072]';0.035;-0.17
'[09:00:04.076]';-0.03;-0.17
'[09:00:04.080]';0;-0.16
'[09:00:04.084]';0.055;-0.155
'[09:00:04.088]';0.06;-0.145
'[09:00:04.092]';0.05;-0.15
'[09:00:04.096]';0.07;-0.145
'[09:00:04.100]';0.155;-0.14
'[09:00:04.104]';0.125;-0.12
'[09:00:04.108]';0.015;-0.11
'[09:00:04.112]';-0.045;-0.13
'[09:00:04.116]';-0.005;-0.135
'[09:00:04.120]';0.035;-0.145
'[09:00:04.124]';0.09;-0.16
'[09:00:04.128]';0.15;-0.185
'[09:00:04.132]';0.235;-0.2
'[09:00:04.136]';0.205;-0.17
'[09:00:04.140]';0.075;-0.155
'[09:00:04.144]';-0.05;-0.14
'[09:00:04.148]';-0.105;-0.145
'[09:00:04.152]';-0.08;-0.145
'[09:00:04.156]';-0.04;-0.14
'[09:00:04.160]';0.015;-0.13
'[09:00:04.164]';0.07;-0.145
'[09:00:04.168]';0.125;-0.15
'[09:00:04.172]';0.095;-0.155
'[09:00:04.176]';0;-0.16
'[09:00:04.180]';-0.03;-0.14
'[09:00:04.184]';-0.015;-0.155
'[09:00:04.188]';0;-0.17
'[09:00:04.192]';0.025;-0.18
'[09:00:04.196]';0.05;-0.16
'[09:00:04.200]';0.075;-0.145
'[09:00:04.204]';0.09;-0.135
'[09:00:04.208]';0.165;-0.15
'[09:00:04.212]';0.165;-0.185
'[09:00:04.216]';0.11;-0.175
'[09:00:04.220]';0.065;-0.15
'[09:00:04.224]';0.06;-0.13
'[09:00:04.228]';0;-0.135
'[09:00:04.232]';-0.05;-0.14
'[09:00:04.236]';0.02;-0.185
'[09:00:04.240]';0.085;-0.19
'[09:00:04.244]';0.135;-0.2
'[09:00:04.248]';0.08;-0.165
'[09:00:04.252]';0.055;-0.155
'[09:00:04.256]';0.06;-0.155
'[09:00:04.260]';0.07;-0.155
'[09:00:04.264]';0.1;-0.165
'[09:00:04.268]';0.13;-0.185
'[09:00:04.272]';0.155;-0.195
'[09:00:04.276]';0.09;-0.195
'[09:00:04.280]';0;-0.2
'[09:00:04.284]';0.03;-0.195
'[09:00:04.288]';0.065;-0.175
'[09:00:04.292]';0.095;-0.185
'[09:00:04.296]';0.075;-0.195
'[09:00:04.300]';0.045;-0.215
'[09:00:04.304]';0.035;-0.24
'[09:00:04.308]';0.055;-0.22
'[09:00:04.312]';-0.005;-0.19
'[09:00:04.316]';-0.035;-0.16
'[09:00:04.320]';0;-0.145
'[09:00:04.324]';0.025;-0.115
'[09:00:04.328]';0.05;-0.075
'[09:00:04.332]';0.065;-0.065
'[09:00:04.336]';0.11;-0.05
'[09:00:04.340]';0.115;-0.03
'[09:00:04.344]';0.165;-0.04
'[09:00:04.348]';0.245;-0.055
'[09:00:04.352]';0.215;-0.06
'[09:00:04.356]';0.11;-0.04
'[09:00:04.360]';0.175;-0.075
'[09:00:04.364]';0.3;-0.15
'[09:00:04.368]';0.345;-0.225
'[09:00:04.372]';0.355;-0.25
'[09:00:04.376]';0.415;-0.295
'[09:00:04.380]';0.485;-0.355
'[09:00:04.384]';0.56;-0.43
'[09:00:04.388]';0.74;-0.485
'[09:00:04.392]';0.87;-0.52
'[09:00:04.396]';0.845;-0.525
'[09:00:04.400]';0.74;-0.51
'[09:00:04.404]';0.615;-0.445
'[09:00:04.408]';0.495;-0.375
'[09:00:04.412]';0.35;-0.295
'[09:00:04.416]';0.17;-0.245
'[09:00:04.420]';0.065;-0.24
'[09:00:04.424]';0.015;-0.24
'[09:00:04.428]';-0.005;-0.225
'[09:00:04.432]';-0.045;-0.22
'[09:00:04.436]';-0.055;-0.22
'[09:00:04.440]';-0.02;-0.205
'[09:00:04.444]';0.03;-0.2
'[09:00:04.448]';-0.01;-0.205
'[09:00:04.452]';-0.12;-0.215
'[09:00:04.456]';-0.15;-0.22
'[09:00:04.460]';-0.11;-0.2
'[09:00:04.464]';-0.04;-0.215
'[09:00:04.468]';0.035;-0.21
'[09:00:04.472]';0.07;-0.205
'[09:00:04.476]';-0.045;-0.205
'[09:00:04.480]';-0.155;-0.215
'[09:00:04.484]';-0.18;-0.21
'[09:00:04.488]';-0.125;-0.215
'[09:00:04.492]';-0.09;-0.225
'[09:00:04.496]';-0.065;-0.215
'[09:00:04.500]';0;-0.2
'[09:00:04.504]';-0.01;-0.2
'[09:00:04.508]';-0.1;-0.18
'[09:00:04.512]';-0.16;-0.18
'[09:00:04.516]';-0.135;-0.195
'[09:00:04.520]';-0.11;-0.215
'[09:00:04.524]';-0.075;-0.225
'[09:00:04.528]';-0.065;-0.205
'[09:00:04.532]';-0.13;-0.185
'[09:00:04.536]';-0.16;-0.18
'[09:00:04.540]';-0.14;-0.195
'[09:00:04.544]';-0.13;-0.19
'[09:00:04.548]';-0.185;-0.19
'[09:00:04.552]';-0.24;-0.195
'[09:00:04.556]';-0.215;-0.19
'[09:00:04.560]';-0.16;-0.19
'[09:00:04.564]';-0.17;-0.16
'[09:00:04.568]';-0.24;-0.1
'[09:00:04.572]';-0.27;-0.115
'[09:00:04.576]';-0.26;-0.135
'[09:00:04.580]';-0.225;-0.14
'[09:00:04.584]';-0.22;-0.15
'[09:00:04.588]';-0.225;-0.155
'[09:00:04.592]';-0.23;-0.155
'[09:00:04.596]';-0.23;-0.165
'[09:00:04.600]';-0.19;-0.155
'[09:00:04.604]';-0.14;-0.135
'[09:00:04.608]';-0.115;-0.14
'[09:00:04.612]';-0.175;-0.145
'[09:00:04.616]';-0.21;-0.16
'[09:00:04.620]';-0.21;-0.18
'[09:00:04.624]';-0.185;-0.18
'[09:00:04.628]';-0.145;-0.175
'[09:00:04.632]';-0.15;-0.175
'[09:00:04.636]';-0.175;-0.175
'[09:00:04.640]';-0.12;-0.165
'[09:00:04.644]';-0.095;-0.17
'[09:00:04.648]';-0.06;-0.205
'[09:00:04.652]';-0.02;-0.215
'[09:00:04.656]';-0.02;-0.215
'[09:00:04.660]';0;-0.21
'[09:00:04.664]';0.01;-0.225
'[09:00:04.668]';-0.02;-0.235
'[09:00:04.672]';-0.005;-0.235
'[09:00:04.676]';0.04;-0.24
'[09:00:04.680]';0.04;-0.235
'[09:00:04.684]';-0.005;-0.24
'[09:00:04.688]';0.04;-0.235
'[09:00:04.692]';0.16;-0.215
'[09:00:04.696]';0.13;-0.2
'[09:00:04.700]';0.085;-0.2
'[09:00:04.704]';0.07;-0.235
'[09:00:04.708]';0.02;-0.26
'[09:00:04.712]';0.045;-0.26
'[09:00:04.716]';0.09;-0.25
'[09:00:04.720]';0.105;-0.23
'[09:00:04.724]';0.1;-0.22
'[09:00:04.728]';0.045;-0.23
'[09:00:04.732]';0;-0.235
'[09:00:04.736]';-0.01;-0.255
'[09:00:04.740]';0.05;-0.26
'[09:00:04.744]';0.095;-0.265
'[09:00:04.748]';0.03;-0.255
'[09:00:04.752]';-0.06;-0.25
'[09:00:04.756]';-0.04;-0.24
'[09:00:04.760]';0.005;-0.235
'[09:00:04.764]';0.03;-0.225
'[09:00:04.768]';0.02;-0.21
'[09:00:04.772]';0.025;-0.2
'[09:00:04.776]';0.04;-0.215
'[09:00:04.780]';0.045;-0.22
'[09:00:04.784]';0.06;-0.22
'[09:00:04.788]';0.105;-0.225
'[09:00:04.792]';0.12;-0.23
'[09:00:04.796]';0.13;-0.24
'[09:00:04.800]';0.095;-0.245
'[09:00:04.804]';0.025;-0.24
'[09:00:04.808]';-0.01;-0.24
'[09:00:04.812]';0.02;-0.23
'[09:00:04.816]';0.05;-0.24
'[09:00:04.820]';0.08;-0.225
'[09:00:04.824]';0.065;-0.23
'[09:00:04.828]';0.055;-0.215
'[09:00:04.832]';0.04;-0.21
'[09:00:04.836]';0.04;-0.24
'[09:00:04.840]';0.04;-0.24
'[09:00:04.844]';0.05;-0.25
'[09:00:04.848]';0.035;-0.255
'[09:00:04.852]';0.06;-0.245
'[09:00:04.856]';0.13;-0.215
'[09:00:04.860]';0.125;-0.23
'[09:00:04.864]';0.065;-0.24
'[09:00:04.868]';0.015;-0.24
'[09:00:04.872]';0.025;-0.245
'[09:00:04.876]';0.045;-0.24
'[09:00:04.880]';0.045;-0.24
'[09:00:04.884]';0.015;-0.24
'[09:00:04.888]';0;-0.235
'[09:00:04.892]';0.03;-0.24
'[09:00:04.896]';0.09;-0.21
'[09:00:04.900]';0.055;-0.185
'[09:00:04.904]';-0.015;-0.135
'[09:00:04.908]';-0.065;-0.125
'[09:00:04.912]';-0.06;-0.14
'[09:00:04.916]';0;-0.16
'[09:00:04.920]';0.065;-0.17
'[09:00:04.924]';0.095;-0.18
'[09:00:04.928]';0.065;-0.18
'[09:00:04.932]';-0.025;-0.17
'[09:00:04.936]';-0.16;-0.135
'[09:00:04.940]';-0.29;-0.11
'[09:00:04.944]';-0.305;-0.105
'[09:00:04.948]';-0.22;-0.105
'[09:00:04.952]';-0.22;-0.11
'[09:00:04.956]';-0.23;-0.11
'[09:00:04.960]';-0.16;-0.145
'[09:00:04.964]';-0.085;-0.185
'[09:00:04.968]';-0.015;-0.215
'[09:00:04.972]';0;-0.2
'[09:00:04.976]';-0.015;-0.23
'[09:00:04.980]';0.01;-0.245
'[09:00:04.984]';0.06;-0.225
'[09:00:04.988]';0.13;-0.185
'[09:00:04.992]';0.14;-0.16
'[09:00:04.996]';0.065;-0.16
'[09:00:05.000]';-0.02;-0.195
'[09:00:05.004]';0;-0.235
'[09:00:05.008]';0.035;-0.265
'[09:00:05.012]';0.05;-0.29
'[09:00:05.016]';0.045;-0.315
'[09:00:05.020]';0.105;-0.325
'[09:00:05.024]';0.15;-0.33
'[09:00:05.028]';0.17;-0.33
'[09:00:05.032]';0.18;-0.35
'[09:00:05.036]';0.17;-0.355
'[09:00:05.040]';0.095;-0.34
'[09:00:05.044]';0.035;-0.32
'[09:00:05.048]';0.015;-0.3
'[09:00:05.052]';0.01;-0.3
'[09:00:05.056]';0.04;-0.31
'[09:00:05.060]';0.05;-0.31
'[09:00:05.064]';0.095;-0.33
'[09:00:05.068]';0.17;-0.33
'[09:00:05.072]';0.175;-0.32
'[09:00:05.076]';0.075;-0.315
'[09:00:05.080]';-0.02;-0.3
'[09:00:05.084]';0.055;-0.31
'[09:00:05.088]';0.17;-0.33
'[09:00:05.092]';0.175;-0.34
'[09:00:05.096]';0.125;-0.32
'[09:00:05.100]';0.045;-0.305
'[09:00:05.104]';0.04;-0.29
'[09:00:05.108]';0.12;-0.31
'[09:00:05.112]';0.2;-0.35
'[09:00:05.116]';0.235;-0.37
'[09:00:05.120]';0.205;-0.35
'[09:00:05.124]';0.21;-0.34
'[09:00:05.128]';0.165;-0.345
'[09:00:05.132]';0.02;-0.36
'[09:00:05.136]';-0.035;-0.35
'[09:00:05.140]';0.015;-0.35
'[09:00:05.144]';0.085;-0.33
'[09:00:05.148]';0.07;-0.315
'[09:00:05.152]';-0.01;-0.315
'[09:00:05.156]';-0.025;-0.32
'[09:00:05.160]';0.01;-0.34
'[09:00:05.164]';0.03;-0.38
'[09:00:05.168]';0.055;-0.39
'[09:00:05.172]';0.065;-0.37
'[09:00:05.176]';0.075;-0.355
'[09:00:05.180]';0.085;-0.345
'[09:00:05.184]';0.1;-0.335
'[09:00:05.188]';0.07;-0.31
'[09:00:05.192]';0.015;-0.3
'[09:00:05.196]';-0.015;-0.295
'[09:00:05.200]';0.005;-0.295
'[09:00:05.204]';0.045;-0.3
'[09:00:05.208]';0.05;-0.29
'[09:00:05.212]';0.05;-0.285
'[09:00:05.216]';0.05;-0.285
'[09:00:05.220]';0.095;-0.29
'[09:00:05.224]';0.14;-0.28
'[09:00:05.228]';0.125;-0.29
'[09:00:05.232]';0.055;-0.275
'[09:00:05.236]';0.005;-0.285
'[09:00:05.240]';0.02;-0.26
'[09:00:05.244]';0.025;-0.29
'[09:00:05.248]';0.03;-0.285
'[09:00:05.252]';0.05;-0.275
'[09:00:05.256]';0.055;-0.285
'[09:00:05.260]';0.08;-0.285
'[09:00:05.264]';0.095;-0.295
'[09:00:05.268]';0.09;-0.295
'[09:00:05.272]';0.105;-0.295
'[09:00:05.276]';0.025;-0.28
'[09:00:05.280]';-0.02;-0.28
'[09:00:05.284]';-0.055;-0.285
'[09:00:05.288]';-0.025;-0.285
'[09:00:05.292]';0.015;-0.295
'[09:00:05.296]';0.05;-0.295
'[09:00:05.300]';0.04;-0.295
'[09:00:05.304]';0.03;-0.3
'[09:00:05.308]';-0.005;-0.31
'[09:00:05.312]';0;-0.31
'[09:00:05.316]';0;-0.31
'[09:00:05.320]';-0.005;-0.305
'[09:00:05.324]';0.01;-0.295
'[09:00:05.328]';0.035;-0.275
'[09:00:05.332]';0.04;-0.265
'[09:00:05.336]';0.045;-0.26
'[09:00:05.340]';0.045;-0.285
'[09:00:05.344]';0.04;-0.32
'[09:00:05.348]';0.055;-0.32
'[09:00:05.352]';0.12;-0.295
'[09:00:05.356]';0.16;-0.28
'[09:00:05.360]';0.165;-0.28
'[09:00:05.364]';0.09;-0.29
'[09:00:05.368]';0.09;-0.285
'[09:00:05.372]';0.11;-0.285
'[09:00:05.376]';0.08;-0.265
'[09:00:05.380]';0.025;-0.245
'[09:00:05.384]';-0.05;-0.26
'[09:00:05.388]';-0.055;-0.29
'[09:00:05.392]';0.01;-0.31
'[09:00:05.396]';0.08;-0.3
'[09:00:05.400]';0.115;-0.3
'[09:00:05.404]';0.075;-0.3
'[09:00:05.408]';0.015;-0.29
'[09:00:05.412]';0.015;-0.275
'[09:00:05.416]';0.03;-0.275
'[09:00:05.420]';0.03;-0.29
'[09:00:05.424]';0.05;-0.305
'[09:00:05.428]';0.04;-0.31
'[09:00:05.432]';0.005;-0.29
'[09:00:05.436]';0.015;-0.29
'[09:00:05.440]';0.07;-0.28
'[09:00:05.444]';0.055;-0.275
'[09:00:05.448]';0.005;-0.26
'[09:00:05.452]';0.07;-0.235
'[09:00:05.456]';0.185;-0.17
'[09:00:05.460]';0.165;-0.125
'[09:00:05.464]';0.01;-0.155
'[09:00:05.468]';-0.04;-0.21
'[09:00:05.472]';0.085;-0.26
'[09:00:05.476]';0.08;-0.27
'[09:00:05.480]';-0.015;-0.245
'[09:00:05.484]';-0.1;-0.24
'[09:00:05.488]';-0.16;-0.21
'[09:00:05.492]';-0.275;-0.18
'[09:00:05.496]';-0.375;-0.15
'[09:00:05.500]';-0.41;-0.12
'[09:00:05.504]';-0.34;-0.135
'[09:00:05.508]';-0.25;-0.155
'[09:00:05.512]';-0.155;-0.17
'[09:00:05.516]';-0.055;-0.215
'[09:00:05.520]';-0.01;-0.2
'[09:00:05.524]';0.03;-0.21
'[09:00:05.528]';0.035;-0.215
'[09:00:05.532]';0.09;-0.23
'[09:00:05.536]';0.11;-0.265
'[09:00:05.540]';0.015;-0.275
'[09:00:05.544]';-0.085;-0.27
'[09:00:05.548]';-0.07;-0.295
'[09:00:05.552]';0;-0.31
'[09:00:05.556]';0.06;-0.325
'[09:00:05.560]';0.125;-0.325
'[09:00:05.564]';0.1;-0.36
'[09:00:05.568]';0.08;-0.37
'[09:00:05.572]';0.14;-0.36
'[09:00:05.576]';0.195;-0.325
'[09:00:05.580]';0.145;-0.295
'[09:00:05.584]';0;-0.285
'[09:00:05.588]';-0.07;-0.31
'[09:00:05.592]';-0.06;-0.35
'[09:00:05.596]';-0.04;-0.37
'[09:00:05.600]';0.015;-0.36
'[09:00:05.604]';0.095;-0.345
'[09:00:05.608]';0.165;-0.32
'[09:00:05.612]';0.19;-0.35
