'Elapsed time';'ECG1';'ECG2'
'0:03.428';-0.49;-0.31
'0:03.432';-0.68;-0.255
'0:03.436';-0.06;-0.245
'0:03.440';0.16;-0.35
'0:03.444';-0.45;-0.35
'0:03.448';-0.74;-0.255
'0:03.452';-0.16;-0.265
'0:03.456';0.17;-0.315
'0:03.460';-0.37;-0.365
'0:03.464';-0.72;-0.285
'0:03.468';-0.24;-0.26
'0:03.472';0.185;-0.335
'0:03.476';-0.3;-0.37
'0:03.480';-0.725;-0.29
'0:03.484';-0.255;-0.23
'0:03.488';0.205;-0.32
'0:03.492';-0.225;-0.31
'0:03.496';-0.65;-0.23
'0:03.500';-0.13;-0.12
'0:03.504';0.29;-0.165
'0:03.508';-0.16;-0.165
'0:03.512';-0.595;-0.08
'0:03.516';-0.06;-0.03
'0:03.520';0.39;-0.14
'0:03.524';-0.065;-0.19
'0:03.528';-0.605;-0.185
'0:03.532';-0.24;-0.185
'0:03.536';0.225;-0.33
'0:03.540';-0.145;-0.475
'0:03.544';-0.68;-0.41
'0:03.548';-0.345;-0.38
'0:03.552';0.195;-0.41
'0:03.556';-0.11;-0.445
'0:03.560';-0.735;-0.4
'0:03.564';-0.545;-0.34
'0:03.568';0.04;-0.36
'0:03.572';-0.11;-0.415
'0:03.576';-0.77;-0.4
'0:03.580';-0.69;-0.355
'0:03.584';-0.04;-0.405
'0:03.588';-0.03;-0.44
'0:03.592';-0.675;-0.47
'0:03.596';-0.72;-0.395
'0:03.600';-0.1;-0.405
'0:03.604';0.02;-0.46
'0:03.608';-0.6;-0.44
'0:03.612';-0.71;-0.39
'0:03.616';-0.09;-0.37
'0:03.620';0.075;-0.43
'0:03.624';-0.55;-0.41
'0:03.628';-0.735;-0.365
'0:03.632';-0.19;-0.3
'0:03.636';-0.08;-0.17
'0:03.640';-0.575;0.04
'0:03.644';-0.585;0.13
'0:03.648';0.28;0.08
'0:03.652';0.92;0.195
'0:03.656';0.745;0.365
'0:03.660';0.855;-0.205
'0:03.664';1.53;-0.945
'0:03.668';1.445;-1.525
'0:03.672';0.18;-1.79
'0:03.676';-0.74;-2.115
'0:03.680';-0.705;-2.32
'0:03.684';-0.48;-2.52
'0:03.688';-0.78;-2.74
'0:03.692';-1.185;-2.61
'0:03.696';-0.675;-1.855
'0:03.700';0.055;-1.29
'0:03.704';-0.115;-0.89
'0:03.708';-0.72;-0.495
'0:03.712';-0.59;-0.21
'0:03.716';-0.005;-0.21
'0:03.720';-0.175;-0.29
'0:03.724';-0.75;-0.22
'0:03.728';-0.62;-0.165
'0:03.732';0.04;-0.21
'0:03.736';-0.08;-0.285
'0:03.740';-0.725;-0.26
'0:03.744';-0.615;-0.18
'0:03.748';0;-0.215
'0:03.752';-0.08;-0.24
'0:03.756';-0.71;-0.21
'0:03.760';-0.635;-0.15
'0:03.764';-0.01;-0.18
'0:03.768';-0.065;-0.21
'0:03.772';-0.665;-0.225
'0:03.776';-0.635;-0.14
'0:03.780';0;-0.12
'0:03.784';0.03;-0.2
'0:03.788';-0.61;-0.17
'0:03.792';-0.68;-0.1
'0:03.796';-0.02;-0.085
'0:03.800';0.12;-0.15
'0:03.804';-0.53;-0.125
'0:03.808';-0.715;-0.07
'0:03.812';-0.1;-0.055
'0:03.816';0.165;-0.09
'0:03.820';-0.34;-0.11
'0:03.824';-0.73;0.005
'0:03.828';-0.22;0.025
'0:03.832';0.21;-0.015
'0:03.836';-0.215;-0.035
'0:03.840';-0.645;0.08
'0:03.844';-0.205;0.115
'0:03.848';0.29;0.09
'0:03.852';-0.125;0.075
'0:03.856';-0.585;0.16
'0:03.860';-0.215;0.235
'0:03.864';0.305;0.215
'0:03.868';-0.075;0.21
'0:03.872';-0.56;0.24
'0:03.876';-0.125;0.31
'0:03.880';0.35;0.275
'0:03.884';-0.085;0.245
'0:03.888';-0.54;0.345
'0:03.892';-0.09;0.375
'0:03.896';0.39;0.325
'0:03.900';-0.025;0.275
'0:03.904';-0.535;0.315
'0:03.908';-0.135;0.335
'0:03.912';0.375;0.28
'0:03.916';0;0.235
'0:03.920';-0.57;0.25
'0:03.924';-0.26;0.25
'0:03.928';0.25;0.2
'0:03.932';-0.05;0.095
'0:03.936';-0.64;0.115
'0:03.940';-0.43;0.11
'0:03.944';0.145;0.005
'0:03.948';-0.08;-0.105
'0:03.952';-0.715;-0.08
'0:03.956';-0.535;-0.065
'0:03.960';0.095;-0.14
'0:03.964';-0.08;-0.19
'0:03.968';-0.695;-0.195
'0:03.972';-0.575;-0.17
'0:03.976';0.025;-0.225
'0:03.980';-0.095;-0.29
'0:03.984';-0.72;-0.285
'0:03.988';-0.56;-0.24
'0:03.992';0.065;-0.265
'0:03.996';-0.12;-0.345
'0:04.000';-0.7;-0.335
'0:04.004';-0.555;-0.26
'0:04.008';0.075;-0.315
'0:04.012';-0.105;-0.34
'0:04.016';-0.715;-0.305
'0:04.020';-0.535;-0.23
'0:04.024';0.095;-0.275
'0:04.028';-0.055;-0.325
'0:04.032';-0.67;-0.305
'0:04.036';-0.55;-0.255
'0:04.040';0.06;-0.265
'0:04.044';-0.03;-0.32
'0:04.048';-0.695;-0.285
'0:04.052';-0.585;-0.225
'0:04.056';0.07;-0.26
'0:04.060';0.015;-0.34
'0:04.064';-0.63;-0.3
'0:04.068';-0.615;-0.25
'0:04.072';0.025;-0.285
'0:04.076';0.06;-0.345
'0:04.080';-0.585;-0.29
'0:04.084';-0.66;-0.235
'0:04.088';-0.04;-0.275
'0:04.092';0.06;-0.315
'0:04.096';-0.53;-0.33
'0:04.100';-0.7;-0.26
'0:04.104';-0.135;-0.28
'0:04.108';0.12;-0.335
'0:04.112';-0.465;-0.36
'0:04.116';-0.76;-0.295
'0:04.120';-0.205;-0.28
'0:04.124';0.125;-0.355
'0:04.128';-0.41;-0.33
'0:04.132';-0.76;-0.27
'0:04.136';-0.225;-0.275
'0:04.140';0.15;-0.345
'0:04.144';-0.365;-0.33
'0:04.148';-0.76;-0.305
'0:04.152';-0.265;-0.27
'0:04.156';0.16;-0.355
'0:04.160';-0.355;-0.355
'0:04.164';-0.775;-0.29
'0:04.168';-0.305;-0.29
'0:04.172';0.145;-0.365
'0:04.176';-0.3;-0.36
'0:04.180';-0.775;-0.295
'0:04.184';-0.335;-0.275
'0:04.188';0.155;-0.305
'0:04.192';-0.155;-0.35
'0:04.196';-0.73;-0.315
'0:04.200';-0.445;-0.275
'0:04.204';0.13;-0.3
'0:04.208';-0.105;-0.375
'0:04.212';-0.71;-0.31
'0:04.216';-0.575;-0.24
'0:04.220';0.07;-0.295
'0:04.224';0.015;-0.345
'0:04.228';-0.63;-0.285
'0:04.232';-0.605;-0.22
'0:04.236';0.08;-0.255
'0:04.240';0.205;-0.28
'0:04.244';-0.455;-0.21
'0:04.248';-0.565;-0.11
'0:04.252';0.05;-0.06
'0:04.256';0.225;-0.11
'0:04.260';-0.33;-0.075
'0:04.264';-0.46;-0.015
'0:04.268';0.12;-0.06
'0:04.272';0.25;-0.23
'0:04.276';-0.385;-0.23
'0:04.280';-0.585;-0.22
'0:04.284';0.015;-0.335
'0:04.288';0.165;-0.495
'0:04.292';-0.51;-0.45
'0:04.296';-0.63;-0.38
'0:04.300';0;-0.37
'0:04.304';0.115;-0.42
'0:04.308';-0.53;-0.425
'0:04.312';-0.715;-0.38
'0:04.316';-0.145;-0.33
'0:04.320';0.04;-0.38
'0:04.324';-0.57;-0.415
'0:04.328';-0.815;-0.33
'0:04.332';-0.235;-0.39
'0:04.336';0.07;-0.455
'0:04.340';-0.475;-0.495
'0:04.344';-0.815;-0.395
'0:04.348';-0.27;-0.4
'0:04.352';0.115;-0.415
'0:04.356';-0.365;-0.48
'0:04.360';-0.805;-0.425
'0:04.364';-0.34;-0.355
'0:04.368';0.105;-0.395
'0:04.372';-0.35;-0.46
'0:04.376';-0.84;-0.32
'0:04.380';-0.455;-0.11
'0:04.384';0.085;0.06
'0:04.388';-0.165;0.095
'0:04.392';-0.32;0.1
'0:04.396';0.54;0.31
'0:04.400';1.315;0.345
'0:04.404';1.21;-0.365
'0:04.408';0.95;-1.075
'0:04.412';0.975;-1.515
'0:04.416';0.63;-1.835
'0:04.420';-0.39;-2.24
'0:04.424';-1.28;-2.56
'0:04.428';-0.96;-2.57
'0:04.432';-0.27;-2.595
'0:04.436';-0.655;-2.245
'0:04.440';-0.98;-1.535
'0:04.444';-0.335;-0.97
'0:04.448';0.11;-0.65
'0:04.452';-0.38;-0.365
'0:04.456';-0.875;-0.205
'0:04.460';-0.455;-0.155
'0:04.464';0.065;-0.195
'0:04.468';-0.255;-0.25
'0:04.472';-0.835;-0.205
'0:04.476';-0.535;-0.135
'0:04.480';0.055;-0.2
'0:04.484';-0.2;-0.22
'0:04.488';-0.765;-0.195
'0:04.492';-0.48;-0.15
'0:04.496';0.055;-0.225
'0:04.500';-0.135;-0.205
'0:04.504';-0.75;-0.21
'0:04.508';-0.485;-0.115
'0:04.512';0.07;-0.17
'0:04.516';-0.195;-0.225
'0:04.520';-0.76;-0.165
'0:04.524';-0.47;-0.115
'0:04.528';0.1;-0.17
'0:04.532';-0.215;-0.19
'0:04.536';-0.765;-0.145
'0:04.540';-0.415;-0.11
'0:04.544';0.135;-0.09
'0:04.548';-0.17;-0.14
'0:04.552';-0.73;-0.07
'0:04.556';-0.465;-0.02
'0:04.560';0.115;-0.04
'0:04.564';-0.07;-0.085
'0:04.568';-0.72;0
'0:04.572';-0.52;0.045
'0:04.576';0.14;0.025
'0:04.580';0.09;0.005
'0:04.584';-0.535;0.04
'0:04.588';-0.55;0.14
'0:04.592';0.105;0.165
'0:04.596';0.22;0.12
'0:04.600';-0.385;0.135
'0:04.604';-0.575;0.23
'0:04.608';0.05;0.25
'0:04.612';0.315;0.2
'0:04.616';-0.22;0.225
'0:04.620';-0.53;0.33
'0:04.624';0.05;0.35
'0:04.628';0.39;0.295
'0:04.632';-0.12;0.27
'0:04.636';-0.465;0.32
'0:04.640';0.02;0.37
'0:04.644';0.405;0.315
'0:04.648';-0.085;0.29
'0:04.652';-0.49;0.33
'0:04.656';-0.01;0.335
'0:04.660';0.365;0.28
'0:04.664';-0.165;0.21
'0:04.668';-0.61;0.26
'0:04.672';-0.165;0.25
'0:04.676';0.285;0.125
'0:04.680';-0.235;0.06
'0:04.684';-0.705;0.09
'0:04.688';-0.295;0.075
'0:04.692';0.18;-0.05
'0:04.696';-0.205;-0.165
'0:04.700';-0.765;-0.135
'0:04.704';-0.44;-0.1
'0:04.708';0.125;-0.225
'0:04.712';-0.17;-0.3
'0:04.716';-0.805;-0.29
'0:04.720';-0.575;-0.24
'0:04.724';0.035;-0.32
'0:04.728';-0.075;-0.415
'0:04.732';-0.695;-0.385
'0:04.736';-0.595;-0.335
'0:04.740';0.025;-0.36
'0:04.744';0.015;-0.445
'0:04.748';-0.62;-0.465
'0:04.752';-0.69;-0.37
'0:04.756';-0.105;-0.355
'0:04.760';0.065;-0.445
'0:04.764';-0.52;-0.415
'0:04.768';-0.675;-0.37
'0:04.772';-0.125;-0.395
'0:04.776';0.11;-0.43
'0:04.780';-0.485;-0.39
'0:04.784';-0.735;-0.335
'0:04.788';-0.165;-0.315
'0:04.792';0.085;-0.41
'0:04.796';-0.47;-0.4
'0:04.800';-0.715;-0.345
'0:04.804';-0.14;-0.32
'0:04.808';0.095;-0.405
'0:04.812';-0.5;-0.39
'0:04.816';-0.715;-0.345
'0:04.820';-0.125;-0.335
'0:04.824';0.045;-0.41
'0:04.828';-0.545;-0.415
'0:04.832';-0.735;-0.315
'0:04.836';-0.155;-0.35
'0:04.840';0.085;-0.365
'0:04.844';-0.465;-0.425
'0:04.848';-0.765;-0.32
'0:04.852';-0.215;-0.325
'0:04.856';0.13;-0.405
'0:04.860';-0.38;-0.425
'0:04.864';-0.79;-0.35
'0:04.868';-0.335;-0.375
'0:04.872';0.09;-0.41
'0:04.876';-0.345;-0.435
'0:04.880';-0.825;-0.41
'0:04.884';-0.44;-0.35
'0:04.888';0.105;-0.39
'0:04.892';-0.23;-0.4
'0:04.896';-0.785;-0.4
'0:04.900';-0.47;-0.33
'0:04.904';0.1;-0.405
'0:04.908';-0.21;-0.465
'0:04.912';-0.785;-0.415
'0:04.916';-0.47;-0.37
'0:04.920';0.055;-0.415
'0:04.924';-0.26;-0.435
'0:04.928';-0.8;-0.4
'0:04.932';-0.425;-0.375
'0:04.936';0.1;-0.42
'0:04.940';-0.245;-0.47
'0:04.944';-0.79;-0.44
'0:04.948';-0.475;-0.385
'0:04.952';0.075;-0.45
'0:04.956';-0.26;-0.455
'0:04.960';-0.815;-0.42
'0:04.964';-0.55;-0.335
'0:04.968';0.07;-0.43
'0:04.972';-0.08;-0.475
'0:04.976';-0.695;-0.435
'0:04.980';-0.62;-0.365
'0:04.984';0.045;-0.375
'0:04.988';0;-0.37
'0:04.992';-0.59;-0.295
'0:04.996';-0.605;-0.225
'0:05.000';0.005;-0.21
'0:05.004';0.125;-0.26
'0:05.008';-0.39;-0.195
'0:05.012';-0.53;-0.145
'0:05.016';0.055;-0.19
'0:05.020';0.255;-0.355
'0:05.024';-0.355;-0.385
'0:05.028';-0.64;-0.38
'0:05.032';-0.12;-0.44
'0:05.036';0.125;-0.56
'0:05.040';-0.435;-0.535
'0:05.044';-0.68;-0.47
'0:05.048';-0.105;-0.445
'0:05.052';0.115;-0.52
'0:05.056';-0.515;-0.535
'0:05.060';-0.805;-0.455
'0:05.064';-0.265;-0.385
'0:05.068';-0.03;-0.46
'0:05.072';-0.615;-0.495
'0:05.076';-0.885;-0.46
'0:05.080';-0.295;-0.45
'0:05.084';0.045;-0.53
'0:05.088';-0.46;-0.52
'0:05.092';-0.865;-0.43
'0:05.096';-0.375;-0.44
'0:05.100';0.095;-0.5
'0:05.104';-0.345;-0.53
'0:05.108';-0.845;-0.485
'0:05.112';-0.515;-0.42
'0:05.116';0.055;-0.475
'0:05.120';-0.245;-0.5
'0:05.124';-0.87;-0.435
'0:05.128';-0.75;-0.27
'0:05.132';-0.105;-0.08
'0:05.136';-0.07;0.015
'0:05.140';-0.42;0.04
'0:05.144';-0.025;0.085
'0:05.148';0.985;0.29
'0:05.152';1.325;0.32
'0:05.156';1.035;-0.335
'0:05.160';0.98;-0.95
'0:05.164';0.915;-1.395
'0:05.168';0.24;-1.67
'0:05.172';-0.84;-2.04
'0:05.176';-1.27;-2.29
'0:05.180';-0.735;-2.395
'0:05.184';-0.45;-2.505
'0:05.188';-0.96;-2.245
'0:05.192';-0.925;-1.615
'0:05.196';-0.075;-1.145
'0:05.200';0.09;-0.795
'0:05.204';-0.595;-0.45
'0:05.208';-0.75;-0.235
'0:05.212';-0.15;-0.22
'0:05.216';0.035;-0.305
'0:05.220';-0.545;-0.305
'0:05.224';-0.84;-0.23
'0:05.228';-0.27;-0.25
'0:05.232';0.07;-0.32
'0:05.236';-0.41;-0.335
'0:05.240';-0.805;-0.215
'0:05.244';-0.36;-0.225
'0:05.248';0.13;-0.26
'0:05.252';-0.225;-0.305
'0:05.256';-0.775;-0.23
'0:05.260';-0.475;-0.17
'0:05.264';0.09;-0.245
'0:05.268';-0.18;-0.265
'0:05.272';-0.775;-0.21
'0:05.276';-0.54;-0.165
'0:05.280';0.085;-0.205
'0:05.284';-0.045;-0.23
'0:05.288';-0.635;-0.19
'0:05.292';-0.545;-0.155
'0:05.296';0.04;-0.155
'0:05.300';-0.02;-0.18
'0:05.304';-0.66;-0.17
'0:05.308';-0.58;-0.09
'0:05.312';0.025;-0.085
'0:05.316';0.085;-0.155
'0:05.320';-0.53;-0.115
'0:05.324';-0.54;-0.02
'0:05.328';0.105;-0.01
'0:05.332';0.14;-0.07
'0:05.336';-0.47;-0.025
'0:05.340';-0.565;0.055
'0:05.344';0.075;0.09
'0:05.348';0.235;0.055
'0:05.352';-0.365;0.06
'0:05.356';-0.56;0.165
'0:05.360';0.045;0.185
'0:05.364';0.34;0.145
'0:05.368';-0.225;0.16
'0:05.372';-0.545;0.245
'0:05.376';-0.03;0.275
'0:05.380';0.34;0.22
'0:05.384';-0.1;0.21
'0:05.388';-0.53;0.265
'0:05.392';-0.105;0.31
'0:05.396';0.415;0.235
'0:05.400';0.035;0.195
'0:05.404';-0.52;0.25
'0:05.408';-0.24;0.285
'0:05.412';0.335;0.195
'0:05.416';0.07;0.155
'0:05.420';-0.545;0.185
'0:05.424';-0.365;0.17
'0:05.428';0.19;0.115
'0:05.432';-0.02;-0.01
'0:05.436';-0.635;-0.01
'0:05.440';-0.475;0
'0:05.444';0.1;-0.015
'0:05.448';-0.04;-0.16
'0:05.452';-0.7;-0.13
'0:05.456';-0.605;-0.18
'0:05.460';-0.005;-0.24
'0:05.464';-0.075;-0.33
'0:05.468';-0.69;-0.29
'0:05.472';-0.64;-0.23
'0:05.476';-0.025;-0.285
'0:05.480';0.02;-0.355
'0:05.484';-0.62;-0.36
'0:05.488';-0.695;-0.275
'0:05.492';-0.105;-0.285
'0:05.496';0.065;-0.365
'0:05.500';-0.505;-0.375
'0:05.504';-0.78;-0.305
'0:05.508';-0.245;-0.3
'0:05.512';0.125;-0.385
'0:05.516';-0.36;-0.35
'0:05.520';-0.825;-0.33
'0:05.524';-0.415;-0.285
'0:05.528';0.09;-0.335
'0:05.532';-0.22;-0.36
'0:05.536';-0.765;-0.3
'0:05.540';-0.495;-0.24
'0:05.544';0.07;-0.305
'0:05.548';-0.105;-0.36
'0:05.552';-0.705;-0.295
'0:05.556';-0.535;-0.31
'0:05.560';0.08;-0.295
'0:05.564';-0.06;-0.355
'0:05.568';-0.7;-0.345
'0:05.572';-0.605;-0.27
'0:05.576';0.035;-0.31
'0:05.580';-0.01;-0.37
'0:05.584';-0.665;-0.34
'0:05.588';-0.63;-0.305
'0:05.592';-0.005;-0.3
'0:05.596';0.02;-0.365
'0:05.600';-0.6;-0.38
'0:05.604';-0.755;-0.305
'0:05.608';-0.135;-0.285
'0:05.612';0.115;-0.365
'0:05.616';-0.43;-0.425
'0:05.620';-0.795;-0.34
'0:05.624';-0.335;-0.295
'0:05.628';0.165;-0.37
'0:05.632';-0.22;-0.425
'0:05.636';-0.825;-0.355
'0:05.640';-0.57;-0.3
'0:05.644';0.05;-0.39
'0:05.648';-0.065;-0.41
'0:05.652';-0.71;-0.425
'0:05.656';-0.655;-0.35
'0:05.660';-0.04;-0.35
'0:05.664';0.025;-0.42
'0:05.668';-0.61;-0.43
'0:05.672';-0.775;-0.37
'0:05.676';-0.175;-0.37
'0:05.680';0.075;-0.465
'0:05.684';-0.51;-0.43
'0:05.688';-0.795;-0.385
'0:05.692';-0.27;-0.365
'0:05.696';0.085;-0.44
'0:05.700';-0.39;-0.465
'0:05.704';-0.82;-0.39
'0:05.708';-0.415;-0.34
'0:05.712';0.115;-0.4
'0:05.716';-0.26;-0.43
'0:05.720';-0.81;-0.385
'0:05.724';-0.52;-0.32
'0:05.728';0.065;-0.365
'0:05.732';-0.085;-0.425
'0:05.736';-0.72;-0.385
'0:05.740';-0.675;-0.305
'0:05.744';0;-0.345
'0:05.748';0.1;-0.41
'0:05.752';-0.5;-0.345
'0:05.756';-0.68;-0.205
'0:05.760';-0.14;-0.165
'0:05.764';0.23;-0.22
'0:05.768';-0.255;-0.22
'0:05.772';-0.61;-0.135
'0:05.776';-0.2;-0.095
'0:05.780';0.28;-0.235
'0:05.784';-0.06;-0.3
'0:05.788';-0.66;-0.325
'0:05.792';-0.48;-0.27
'0:05.796';0.1;-0.435
'0:05.800';-0.06;-0.55
'0:05.804';-0.72;-0.51
'0:05.808';-0.625;-0.415
'0:05.812';-0.015;-0.425
'0:05.816';-0.03;-0.485
'0:05.820';-0.72;-0.465
'0:05.824';-0.715;-0.435
'0:05.828';-0.13;-0.395
'0:05.832';-0.09;-0.43
'0:05.836';-0.745;-0.475
'0:05.840';-0.8;-0.415
'0:05.844';-0.16;-0.455
'0:05.848';-0.065;-0.505
'0:05.852';-0.705;-0.495
'0:05.856';-0.835;-0.445
'0:05.860';-0.205;-0.48
'0:05.864';-0.03;-0.52
'0:05.868';-0.615;-0.515
'0:05.872';-0.85;-0.42
'0:05.876';-0.255;-0.435
'0:05.880';0.02;-0.5
'0:05.884';-0.515;-0.515
'0:05.888';-0.905;-0.43
'0:05.892';-0.475;-0.32
'0:05.896';-0.1;-0.175
'0:05.900';-0.435;0.01
'0:05.904';-0.665;0.095
'0:05.908';0.05;0.09
'0:05.912';0.9;0.16
'0:05.916';0.915;0.4
'0:05.920';0.75;-0.08
'0:05.924';1.155;-0.775
'0:05.928';1.28;-1.385
'0:05.932';0.255;-1.705
'0:05.936';-0.845;-1.965
'0:05.940';-1.025;-2.215
'0:05.944';-0.675;-2.34
'0:05.948';-0.705;-2.635
'0:05.952';-1.165;-2.535
'0:05.956';-0.885;-1.88
'0:05.960';-0.07;-1.29
'0:05.964';-0.125;-0.94
'0:05.968';-0.77;-0.48
'0:05.972';-0.665;-0.2
'0:05.976';-0.075;-0.21
'0:05.980';-0.17;-0.3
'0:05.984';-0.77;-0.225
'0:05.988';-0.68;-0.155
'0:05.992';-0.075;-0.21
'0:05.996';-0.15;-0.27
'0:06.000';-0.755;-0.22
'0:06.004';-0.7;-0.18
'0:06.008';-0.08;-0.205
'0:06.012';-0.045;-0.24
'0:06.016';-0.665;-0.225
'0:06.020';-0.73;-0.14
'0:06.024';-0.11;-0.16
'0:06.028';0.02;-0.25
'0:06.032';-0.62;-0.23
'0:06.036';-0.815;-0.15
'0:06.040';-0.245;-0.13
'0:06.044';0.04;-0.215
'0:06.048';-0.53;-0.19
'0:06.052';-0.8;-0.13
'0:06.056';-0.255;-0.08
'0:06.060';0.12;-0.175
'0:06.064';-0.39;-0.165
'0:06.068';-0.785;-0.065
'0:06.072';-0.29;-0.075
'0:06.076';0.14;-0.12
'0:06.080';-0.35;-0.105
'0:06.084';-0.77;-0.045
'0:06.088';-0.315;-0.01
'0:06.092';0.15;-0.045
'0:06.096';-0.245;-0.03
'0:06.100';-0.695;0.045
'0:06.104';-0.275;0.115
'0:06.108';0.24;0.115
'0:06.112';-0.135;0.065
'0:06.116';-0.63;0.175
'0:06.120';-0.245;0.25
'0:06.124';0.295;0.24
'0:06.128';0.02;0.2
'0:06.132';-0.545;0.28
'0:06.136';-0.275;0.36
'0:06.140';0.325;0.32
'0:06.144';0.175;0.28
'0:06.148';-0.47;0.325
'0:06.152';-0.4;0.39
'0:06.156';0.23;0.365
'0:06.160';0.285;0.325
'0:06.164';-0.35;0.335
'0:06.168';-0.51;0.41
'0:06.172';0.095;0.405
'0:06.176';0.325;0.335
'0:06.180';-0.265;0.295
'0:06.184';-0.635;0.295
'0:06.188';-0.135;0.275
'0:06.192';0.245;0.215
'0:06.196';-0.24;0.15
'0:06.200';-0.74;0.15
'0:06.204';-0.37;0.145
'0:06.208';0.145;0.045
'0:06.212';-0.26;-0.05
'0:06.216';-0.805;-0.065
'0:06.220';-0.425;-0.06
'0:06.224';0.095;-0.115
'0:06.228';-0.28;-0.24
'0:06.232';-0.795;-0.19
'0:06.236';-0.425;-0.185
'0:06.240';0.095;-0.205
'0:06.244';-0.2;-0.3
'0:06.248';-0.775;-0.26
'0:06.252';-0.52;-0.21
'0:06.256';0.07;-0.26
'0:06.260';-0.125;-0.315
'0:06.264';-0.75;-0.295
'0:06.268';-0.63;-0.24
'0:06.272';0.005;-0.29
'0:06.276';-0.045;-0.345
'0:06.280';-0.68;-0.32
'0:06.284';-0.71;-0.225
'0:06.288';-0.07;-0.235
'0:06.292';0.075;-0.31
'0:06.296';-0.535;-0.29
'0:06.300';-0.735;-0.275
'0:06.304';-0.13;-0.205
'0:06.308';0.155;-0.29
'0:06.312';-0.425;-0.31
'0:06.316';-0.76;-0.25
'0:06.320';-0.28;-0.235
'0:06.324';0.11;-0.295
'0:06.328';-0.375;-0.29
'0:06.332';-0.745;-0.255
'0:06.336';-0.26;-0.26
'0:06.340';0.145;-0.285
'0:06.344';-0.345;-0.335
'0:06.348';-0.735;-0.24
'0:06.352';-0.235;-0.22
'0:06.356';0.105;-0.25
'0:06.360';-0.36;-0.31
'0:06.364';-0.77;-0.245
'0:06.368';-0.27;-0.255
'0:06.372';0.125;-0.28
'0:06.376';-0.305;-0.28
'0:06.380';-0.76;-0.245
'0:06.384';-0.33;-0.25
'0:06.388';0.105;-0.27
'0:06.392';-0.33;-0.32
'0:06.396';-0.8;-0.28
'0:06.400';-0.405;-0.215
'0:06.404';0.115;-0.28
'0:06.408';-0.175;-0.33
'0:06.412';-0.76;-0.32
'0:06.416';-0.51;-0.255
'0:06.420';0.09;-0.29
'0:06.424';-0.075;-0.31
'0:06.428';-0.715;-0.285
'0:06.432';-0.625;-0.225
'0:06.436';0;-0.275
'0:06.440';-0.04;-0.32
'0:06.444';-0.685;-0.32
'0:06.448';-0.64;-0.275
'0:06.452';-0.025;-0.26
'0:06.456';0.015;-0.335
'0:06.460';-0.625;-0.325
'0:06.464';-0.64;-0.28
'0:06.468';-0.065;-0.255
'0:06.472';0.01;-0.365
'0:06.476';-0.625;-0.315
'0:06.480';-0.675;-0.28
'0:06.484';-0.085;-0.275
'0:06.488';0.005;-0.35
'0:06.492';-0.58;-0.35
'0:06.496';-0.655;-0.24
'0:06.500';-0.035;-0.265
'0:06.504';0.1;-0.32
'0:06.508';-0.505;-0.285
'0:06.512';-0.605;-0.135
'0:06.516';0;-0.125
'0:06.520';0.19;-0.145
'0:06.524';-0.39;-0.12
'0:06.528';-0.565;-0.01
'0:06.532';0.045;-0.005
'0:06.536';0.295;-0.14
'0:06.540';-0.255;-0.17
'0:06.544';-0.65;-0.17
'0:06.548';-0.24;-0.225
'0:06.552';0.145;-0.39
'0:06.556';-0.32;-0.49
'0:06.560';-0.73;-0.44
'0:06.564';-0.35;-0.345
'0:06.568';0.135;-0.415
'0:06.572';-0.18;-0.425
'0:06.576';-0.775;-0.4
'0:06.580';-0.53;-0.37
'0:06.584';-0.005;-0.365
'0:06.588';-0.225;-0.385
'0:06.592';-0.805;-0.36
'0:06.596';-0.65;-0.355
'0:06.600';-0.055;-0.37
'0:06.604';-0.155;-0.46
'0:06.608';-0.765;-0.44
'0:06.612';-0.65;-0.355
'0:06.616';-0.065;-0.38
'0:06.620';-0.105;-0.445
'0:06.624';-0.74;-0.445
'0:06.628';-0.7;-0.35
'0:06.632';-0.06;-0.39
'0:06.636';-0.06;-0.435
'0:06.640';-0.695;-0.435
'0:06.644';-0.775;-0.335
'0:06.648';-0.215;-0.28
'0:06.652';-0.14;-0.1
'0:06.656';-0.605;0.085
'0:06.660';-0.57;0.195
'0:06.664';0.315;0.115
'0:06.668';0.88;0.24
'0:06.672';0.735;0.205
'0:06.676';0.755;-0.445
'0:06.680';1.385;-1.145
'0:06.684';1.43;-1.67
'0:06.688';0.285;-1.97
'0:06.692';-0.755;-2.325
'0:06.696';-0.865;-2.485
'0:06.700';-0.585;-2.645
'0:06.704';-0.73;-2.8
'0:06.708';-1.2;-2.66
'0:06.712';-0.9;-1.89
'0:06.716';-0.065;-1.25
'0:06.720';-0.075;-0.855
'0:06.724';-0.74;-0.425
'0:06.728';-0.71;-0.22
'0:06.732';-0.11;-0.235
'0:06.736';-0.105;-0.27
'0:06.740';-0.74;-0.26
'0:06.744';-0.735;-0.2
'0:06.748';-0.12;-0.19
'0:06.752';-0.07;-0.275
'0:06.756';-0.685;-0.26
'0:06.760';-0.75;-0.16
'0:06.764';-0.13;-0.195
'0:06.768';-0.015;-0.225
'0:06.772';-0.59;-0.22
'0:06.776';-0.765;-0.15
'0:06.780';-0.17;-0.16
'0:06.784';0.01;-0.22
'0:06.788';-0.59;-0.25
'0:06.792';-0.845;-0.08
'0:06.796';-0.265;-0.115
'0:06.800';0.095;-0.14
'0:06.804';-0.405;-0.175
